month,source,pred_final,count
2024-12,The Observer,procurement_irregularity,11
2024-12,The Observer,payment_financial_dispute,9
2025-01,The Observer,land_row_dispute,114
2025-01,The Observer,delay_time_overrun,59
2025-01,The Observer,procurement_irregularity,32
2025-01,The Observer,governance_oversight_failure,31
2025-01,The Observer,contract_management_failure,20
2025-01,The Observer,payment_financial_dispute,9
2025-01,The Observer,quality_technical_defect,7
2025-02,The Observer,land_row_dispute,115
2025-02,The Observer,delay_time_overrun,21
2025-02,The Observer,quality_technical_defect,14
2025-02,The Observer,procurement_irregularity,9
2025-02,The Observer,governance_oversight_failure,8
2025-02,The Observer,contract_management_failure,4
2025-02,The Observer,payment_financial_dispute,2
2025-03,The Observer,land_row_dispute,233
2025-03,The Observer,delay_time_overrun,38
2025-03,The Observer,governance_oversight_failure,28
2025-03,The Observer,procurement_irregularity,26
2025-03,The Observer,quality_technical_defect,19
2025-03,The Observer,contract_management_failure,15
2025-03,The Observer,payment_financial_dispute,9
2025-04,The Observer,land_row_dispute,161
2025-04,The Observer,quality_technical_defect,51
2025-04,The Observer,delay_time_overrun,42
2025-04,The Observer,procurement_irregularity,15
2025-04,The Observer,contract_management_failure,13
2025-04,The Observer,governance_oversight_failure,9
2025-04,The Observer,payment_financial_dispute,3
2025-05,The Observer,land_row_dispute,128
2025-05,The Observer,delay_time_overrun,36
2025-05,The Observer,procurement_irregularity,11
2025-05,The Observer,quality_technical_defect,11
2025-05,The Observer,governance_oversight_failure,6
2025-05,The Observer,payment_financial_dispute,3
2025-05,The Observer,contract_management_failure,2
2025-06,The Observer,land_row_dispute,167
2025-06,The Observer,delay_time_overrun,28
2025-06,The Observer,procurement_irregularity,20
2025-06,The Observer,governance_oversight_failure,10
2025-06,The Observer,contract_management_failure,7
2025-06,The Observer,quality_technical_defect,7
2025-06,The Observer,payment_financial_dispute,2
2025-07,The Observer,land_row_dispute,158
2025-07,The Observer,delay_time_overrun,20
2025-07,The Observer,procurement_irregularity,18
2025-07,The Observer,governance_oversight_failure,13
2025-07,The Observer,quality_technical_defect,10
2025-07,The Observer,contract_management_failure,7
2025-07,The Observer,payment_financial_dispute,2
2025-08,The Observer,land_row_dispute,157
2025-08,The Observer,delay_time_overrun,56
2025-08,The Observer,quality_technical_defect,15
2025-08,The Observer,procurement_irregularity,12
2025-08,The Observer,governance_oversight_failure,10
2025-08,The Observer,payment_financial_dispute,10
2025-08,The Observer,contract_management_failure,9
2025-09,The Observer,land_row_dispute,150
2025-09,The Observer,delay_time_overrun,32
2025-09,The Observer,quality_technical_defect,25
2025-09,The Observer,governance_oversight_failure,17
2025-09,The Observer,procurement_irregularity,14
2025-09,The Observer,contract_management_failure,13
2025-09,The Observer,payment_financial_dispute,2
2025-10,The Observer,land_row_dispute,132
2025-10,The Observer,delay_time_overrun,31
2025-10,The Observer,contract_management_failure,13
2025-10,The Observer,procurement_irregularity,12
2025-10,The Observer,governance_oversight_failure,10
2025-10,The Observer,quality_technical_defect,7
2025-10,The Observer,payment_financial_dispute,2
2025-11,The Observer,land_row_dispute,147
2025-11,The Observer,delay_time_overrun,37
2025-11,The Observer,contract_management_failure,17
2025-11,The Observer,procurement_irregularity,16
2025-11,The Observer,governance_oversight_failure,8
2025-11,The Observer,quality_technical_defect,6
2025-11,The Observer,payment_financial_dispute,1
2025-12,The Observer,land_row_dispute,56
2025-12,The Observer,delay_time_overrun,30
2025-12,The Observer,quality_technical_defect,12
2025-12,The Observer,governance_oversight_failure,9
2025-12,The Observer,contract_management_failure,5
2025-12,The Observer,procurement_irregularity,5
2025-12,The Observer,payment_financial_dispute,2
