month,source,pred_final,count
2016-11,The Observer,land_row_dispute,29
2016-11,The Observer,quality_technical_defect,7
2016-11,The Observer,procurement_irregularity,4
2016-11,The Observer,contract_management_failure,2
2016-11,The Observer,delay_time_overrun,2
2016-11,The Observer,governance_oversight_failure,1
2016-12,The Observer,land_row_dispute,126
2016-12,The Observer,procurement_irregularity,35
2016-12,The Observer,contract_management_failure,22
2016-12,The Observer,delay_time_overrun,14
2016-12,The Observer,quality_technical_defect,10
2016-12,The Observer,governance_oversight_failure,5
2016-12,The Observer,payment_financial_dispute,1
